115	4
91	4
124	3
61	5
68	1
85	3
304	5
87	2
186	3
190	1
104	5
111	7
169	6
120	2
125	5
317	2
205	3
285	2
215	1
161	3
77	4
247	1
332	2
175	1
262	6
86	2
762	2
278	6
664	1
344	3
320	2
243	2
116	4
258	1
511	1
239	2
253	1
761	1
112	5
114	4
288	2
414	2
540	1
426	1
586	2
499	3
338	1
301	2
365	2
387	1
750	1
878	1
576	2
425	2
773	3
461	1
818	2
794	3
441	2
442	2
231	1
1380	1
795	2
735	1
749	1
614	1
882	1
1163	1
319	1
1094	1
963	1
628	4
281	2
658	1
945	1
449	3
567	1
802	4
2353	1
518	1
1057	1
1453	1
1313	1
1099	2
1087	2
657	3
484	1
1470	1
1257	1
1696	2
1492	2
1480	1
3494	1
2480	1
3834	1
728	1
2306	1
3228	3
1280	1
1652	1
2397	1
852	1
4261	1
2464	2
782	1
1982	2
2996	1
3428	2
9	1
26	1
31	3
47	4
64	2
130	2
105	1
280	3
118	3
174	2
83	4
145	4
218	2
310	1
126	2
212	3
360	5
389	1
152	2
369	2
287	1
412	1
516	1
468	2
200	1
282	2
316	1
431	4
601	2
624	1
501	3
485	2
827	1
235	3
232	1
413	2
588	2
544	1
730	2
1695	1
1115	1
539	1
427	1
495	2
462	2
165	5
163	8
331	1
792	2
390	1
877	1
655	3
393	1
619	2
648	1
719	1
507	2
1058	2
1015	1
488	1
669	3
990	1
1027	1
894	1
470	2
494	1
1368	1
1010	2
1361	1
1290	1
437	1
2122	1
506	1
811	1
676	4
660	4
718	1
1335	1
1378	1
595	2
1181	1
1514	1
1405	1
703	1
1496	1
1152	1
855	1
775	1
1130	1
869	1
5857	1
1236	1
1846	1
946	2
875	1
1365	1
842	1
2178	1
1196	1
1390	1
1119	3
1888	1
1263	3
932	3
2339	1
2018	1
1114	2
2400	1
1357	1
644	2
3038	2
702	1
138	3
13	1
17	1
36	2
70	1
55	2
44	1
758	2
146	2
305	1
109	1
136	3
89	2
176	1
133	1
88	1
209	2
210	2
228	4
514	2
722	2
141	1
294	1
367	2
328	2
399	3
415	1
409	2
607	3
402	2
593	2
309	2
650	1
679	1
422	3
325	3
532	3
459	2
372	2
490	4
1436	2
541	2
556	1
564	1
587	2
891	2
746	2
436	1
538	1
890	1
326	1
839	1
530	2
921	1
765	1
623	1
680	1
2522	1
491	2
384	1
547	1
997	2
971	1
536	1
950	1
777	2
1059	1
1046	1
916	3
917	1
571	1
663	1
1332	1
805	2
1161	1
452	1
1129	3
841	6
815	2
958	1
999	1
699	1
1110	4
2218	1
1693	1
477	1
943	1
296	2
947	2
744	1
1430	1
1734	2
1588	1
1827	1
1199	1
1054	2
1282	1
580	1
2656	1
3548	1
381	2
2901	1
1345	1
1992	1
996	1
1700	1
1153	1
1733	1
1256	1
2236	1
2582	1
1279	1
1542	1
1934	1
447	1
893	1
1092	1
740	1
953	1
74	1
45	1
128	2
756	2
2412	1
260	1
196	2
383	1
293	1
150	1
542	1
551	2
273	2
554	1
448	2
553	3
611	2
548	1
584	1
1056	1
715	2
803	1
767	1
1389	1
793	1
907	1
642	1
359	1
931	1
1157	1
1442	1
879	3
1628	1
1791	1
324	1
1187	2
1395	1
1392	1
1079	1
1772	1
1708	1
1547	1
1940	1
1206	1
671	1
162	2
263	2
349	1
307	1
489	4
565	3
635	1
1111	1
856	1
662	3
810	2
1020	1
3167	1
1825	1
1901	1
752	2
14	1
265	1
429	1
606	1
926	1
1156	1
1072	1
1479	2
411	3
643	1
1303	1
204	2
223	1
880	1
290	3
760	1
493	1
535	1
1050	1
1653	2
131	1
1212	1
460	1
193	1
191	1
498	1
492	1
